Date,ES_95,ES_99
2015-02-03,-8541.905414367893,-12319.06983304397
2015-02-04,-8541.905414367893,-12319.06983304397
2015-02-05,-8541.905414367893,-12319.06983304397
2015-02-06,-8824.890597957805,-12467.73579364139
2015-02-09,-8824.890597957805,-12467.73579364139
2015-02-10,-8824.890597957805,-12467.73579364139
2015-02-11,-8824.890597957805,-12467.73579364139
2015-02-12,-8824.890597957805,-12467.73579364139
2015-02-13,-8824.890597957805,-12467.73579364139
2015-02-17,-8824.890597957805,-12467.73579364139
2015-02-18,-8824.890597957805,-12467.73579364139
2015-02-19,-8824.890597957805,-12467.73579364139
2015-02-20,-8824.890597957805,-12467.73579364139
2015-02-23,-8824.890597957805,-12467.73579364139
2015-02-24,-8824.890597957805,-12467.73579364139
2015-02-25,-8824.890597957805,-12467.73579364139
2015-02-26,-8824.890597957805,-12467.73579364139
2015-02-27,-8824.890597957805,-12467.73579364139
2015-03-02,-8824.890597957805,-12467.73579364139
2015-03-03,-8824.890597957805,-12467.73579364139
2015-03-04,-8824.890597957805,-12467.73579364139
2015-03-05,-8824.890597957805,-12467.73579364139
2015-03-06,-9736.82603305364,-15194.077249198048
2015-03-09,-9736.82603305364,-15194.077249198048
2015-03-10,-9776.642302377371,-15194.077249198048
2015-03-11,-9776.642302377371,-15194.077249198048
2015-03-12,-9776.642302377371,-15194.077249198048
2015-03-13,-9776.642302377371,-15194.077249198048
2015-03-16,-9776.642302377371,-15194.077249198048
2015-03-17,-9776.642302377371,-15194.077249198048
2015-03-18,-9776.642302377371,-15194.077249198048
2015-03-19,-9674.78555427617,-15194.077249198048
2015-03-20,-9674.78555427617,-15194.077249198048
2015-03-23,-9674.78555427617,-15194.077249198048
2015-03-24,-9674.78555427617,-15194.077249198048
2015-03-25,-9982.662388229472,-15194.077249198048
2015-03-26,-9982.662388229472,-15194.077249198048
2015-03-27,-9982.662388229472,-15194.077249198048
2015-03-30,-9982.662388229472,-15194.077249198048
2015-03-31,-9982.662388229472,-15194.077249198048
2015-04-01,-9982.662388229472,-15194.077249198048
2015-04-02,-9982.662388229472,-15194.077249198048
2015-04-06,-9982.662388229472,-15194.077249198048
2015-04-07,-9982.662388229472,-15194.077249198048
2015-04-08,-9982.662388229472,-15194.077249198048
2015-04-09,-9982.662388229472,-15194.077249198048
2015-04-10,-9982.662388229472,-15194.077249198048
2015-04-13,-9763.80921208171,-15194.077249198048
2015-04-14,-9763.80921208171,-15194.077249198048
2015-04-15,-9763.80921208171,-15194.077249198048
2015-04-16,-9763.80921208171,-15194.077249198048
2015-04-17,-9763.80921208171,-15194.077249198048
2015-04-20,-9763.80921208171,-15194.077249198048
2015-04-21,-9763.80921208171,-15194.077249198048
2015-04-22,-9763.80921208171,-15194.077249198048
2015-04-23,-9763.80921208171,-15194.077249198048
2015-04-24,-9763.80921208171,-15194.077249198048
2015-04-27,-9763.80921208171,-15194.077249198048
2015-04-28,-9763.80921208171,-15194.077249198048
2015-04-29,-9763.80921208171,-15194.077249198048
2015-04-30,-9880.16077829806,-15194.077249198048
2015-05-01,-9880.16077829806,-15194.077249198048
2015-05-04,-9880.16077829806,-15194.077249198048
2015-05-05,-9880.16077829806,-15194.077249198048
2015-05-06,-9880.16077829806,-15194.077249198048
2015-05-07,-9880.16077829806,-15194.077249198048
2015-05-08,-9880.16077829806,-15194.077249198048
2015-05-11,-10062.176457091886,-15194.077249198048
2015-05-12,-10062.176457091886,-15194.077249198048
2015-05-13,-10062.176457091886,-15194.077249198048
2015-05-14,-10062.176457091886,-15194.077249198048
2015-05-15,-10062.176457091886,-15194.077249198048
2015-05-18,-10062.176457091886,-15194.077249198048
2015-05-19,-10062.176457091886,-15194.077249198048
2015-05-20,-10062.176457091886,-15194.077249198048
2015-05-21,-10062.176457091886,-15194.077249198048
2015-05-22,-10062.176457091886,-15194.077249198048
2015-05-26,-10062.176457091886,-15194.077249198048
2015-05-27,-10062.176457091886,-15194.077249198048
2015-05-28,-10062.176457091886,-15194.077249198048
2015-05-29,-10062.176457091886,-15194.077249198048
2015-06-01,-10062.176457091886,-15194.077249198048
2015-06-02,-10062.176457091886,-15194.077249198048
2015-06-03,-10062.176457091886,-15194.077249198048
2015-06-04,-10062.176457091886,-15194.077249198048
2015-06-05,-10062.176457091886,-15194.077249198048
2015-06-08,-10062.176457091886,-15194.077249198048
2015-06-09,-10062.176457091886,-15194.077249198048
2015-06-10,-10062.176457091886,-15194.077249198048
2015-06-11,-10062.176457091886,-15194.077249198048
2015-06-12,-10062.176457091886,-15194.077249198048
2015-06-15,-10062.176457091886,-15194.077249198048
2015-06-16,-10062.176457091886,-15194.077249198048
2015-06-17,-10062.176457091886,-15194.077249198048
2015-06-18,-10062.176457091886,-15194.077249198048
2015-06-19,-10062.176457091886,-15194.077249198048
2015-06-22,-10062.176457091886,-15194.077249198048
2015-06-23,-10062.176457091886,-15194.077249198048
2015-06-24,-10062.176457091886,-15194.077249198048
2015-06-25,-10062.176457091886,-15194.077249198048
2015-06-26,-10062.176457091886,-15194.077249198048
2015-06-29,-10062.176457091886,-15194.077249198048
2015-06-30,-10062.176457091886,-15194.077249198048
2015-07-01,-10062.176457091886,-15194.077249198048
2015-07-02,-10062.176457091886,-15194.077249198048
2015-07-06,-10062.176457091886,-15194.077249198048
2015-07-07,-10062.176457091886,-15194.077249198048
2015-07-08,-10083.114936051763,-15194.077249198048
2015-07-09,-10083.114936051763,-15194.077249198048
2015-07-10,-10083.114936051763,-15194.077249198048
2015-07-13,-10083.114936051763,-15194.077249198048
2015-07-14,-10083.114936051763,-15194.077249198048
2015-07-15,-10083.114936051763,-15194.077249198048
2015-07-16,-10083.114936051763,-15194.077249198048
2015-07-17,-10083.114936051763,-15194.077249198048
2015-07-20,-10083.114936051763,-15194.077249198048
2015-07-21,-10083.114936051763,-15194.077249198048
2015-07-22,-10083.114936051763,-15194.077249198048
2015-07-23,-10083.114936051763,-15194.077249198048
2015-07-24,-10083.114936051763,-15194.077249198048
2015-07-27,-10083.114936051763,-15194.077249198048
2015-07-28,-10083.114936051763,-15194.077249198048
2015-07-29,-10083.114936051763,-15194.077249198048
2015-07-30,-10083.114936051763,-15194.077249198048
2015-07-31,-9531.648217188274,-13965.983914184397
2015-08-03,-9531.648217188274,-13965.983914184397
2015-08-04,-9531.648217188274,-13965.983914184397
2015-08-05,-9531.648217188274,-13965.983914184397
2015-08-06,-9531.648217188274,-13965.983914184397
2015-08-07,-9531.648217188274,-13965.983914184397
2015-08-10,-9531.648217188274,-13965.983914184397
2015-08-11,-9531.648217188274,-13965.983914184397
2015-08-12,-9531.648217188274,-13965.983914184397
2015-08-13,-9531.648217188274,-13965.983914184397
2015-08-14,-9531.648217188274,-13965.983914184397
2015-08-17,-9531.648217188274,-13965.983914184397
2015-08-18,-9531.648217188274,-13965.983914184397
2015-08-19,-9531.648217188274,-13965.983914184397
2015-08-20,-9552.921295226037,-13965.983914184397
2015-08-21,-10268.466664297815,-15927.188299644387
2015-08-24,-11743.921989783117,-20530.216566755353
2015-08-25,-12164.437799983123,-20530.216566755353
2015-08-26,-12164.437799983123,-20530.216566755353
2015-08-27,-12164.437799983123,-20530.216566755353
2015-08-28,-12164.437799983123,-20530.216566755353
2015-08-31,-12164.437799983123,-20530.216566755353
2015-09-01,-12803.1611034104,-20530.216566755353
2015-09-02,-12803.1611034104,-20530.216566755353
2015-09-03,-12803.1611034104,-20530.216566755353
2015-09-04,-12803.1611034104,-20530.216566755353
2015-09-08,-12803.1611034104,-20530.216566755353
2015-09-09,-12895.55885104901,-20530.216566755353
2015-09-10,-12895.55885104901,-20530.216566755353
2015-09-11,-12895.55885104901,-20530.216566755353
2015-09-14,-12895.55885104901,-20530.216566755353
2015-09-15,-12895.55885104901,-20530.216566755353
2015-09-16,-12895.55885104901,-20530.216566755353
2015-09-17,-12895.55885104901,-20530.216566755353
2015-09-18,-12895.55885104901,-20530.216566755353
2015-09-21,-12895.55885104901,-20530.216566755353
2015-09-22,-12895.55885104901,-20530.216566755353
2015-09-23,-12895.55885104901,-20530.216566755353
2015-09-24,-12895.55885104901,-20530.216566755353
2015-09-25,-12895.55885104901,-20530.216566755353
2015-09-28,-13260.955636500632,-20530.216566755353
2015-09-29,-13260.955636500632,-20530.216566755353
2015-09-30,-13260.955636500632,-20530.216566755353
2015-10-01,-13260.955636500632,-20530.216566755353
2015-10-02,-13260.955636500632,-20530.216566755353
2015-10-05,-13260.955636500632,-20530.216566755353
2015-10-06,-13260.955636500632,-20530.216566755353
2015-10-07,-13260.955636500632,-20530.216566755353
2015-10-08,-13260.955636500632,-20530.216566755353
2015-10-09,-12897.548943758788,-20530.216566755353
2015-10-12,-12897.548943758788,-20530.216566755353
2015-10-13,-12897.548943758788,-20530.216566755353
2015-10-14,-12897.548943758788,-20530.216566755353
2015-10-15,-12897.548943758788,-20530.216566755353
2015-10-16,-12897.548943758788,-20530.216566755353
2015-10-19,-12897.548943758788,-20530.216566755353
2015-10-20,-12897.548943758788,-20530.216566755353
2015-10-21,-12897.548943758788,-20530.216566755353
2015-10-22,-12897.548943758788,-20530.216566755353
2015-10-23,-12897.548943758788,-20530.216566755353
2015-10-26,-12897.548943758788,-20530.216566755353
2015-10-27,-12897.548943758788,-20530.216566755353
2015-10-28,-12897.548943758788,-20530.216566755353
2015-10-29,-12897.548943758788,-20530.216566755353
2015-10-30,-12897.548943758788,-20530.216566755353
2015-11-02,-12897.548943758788,-20530.216566755353
2015-11-03,-12897.548943758788,-20530.216566755353
2015-11-04,-12897.548943758788,-20530.216566755353
2015-11-05,-12897.548943758788,-20530.216566755353
2015-11-06,-12897.548943758788,-20530.216566755353
2015-11-09,-12897.548943758788,-20530.216566755353
2015-11-10,-12897.548943758788,-20530.216566755353
2015-11-11,-12897.548943758788,-20530.216566755353
2015-11-12,-12897.548943758788,-20530.216566755353
2015-11-13,-12897.548943758788,-20530.216566755353
2015-11-16,-12897.548943758788,-20530.216566755353
2015-11-17,-12897.548943758788,-20530.216566755353
2015-11-18,-12897.548943758788,-20530.216566755353
2015-11-19,-12897.548943758788,-20530.216566755353
2015-11-20,-12897.548943758788,-20530.216566755353
2015-11-23,-12897.548943758788,-20530.216566755353
2015-11-24,-12897.548943758788,-20530.216566755353
2015-11-25,-12897.548943758788,-20530.216566755353
2015-11-27,-12897.548943758788,-20530.216566755353
2015-11-30,-12897.548943758788,-20530.216566755353
2015-12-01,-12897.548943758788,-20530.216566755353
2015-12-02,-12917.069847089373,-20530.216566755353
2015-12-03,-13339.149690310824,-20530.216566755353
2015-12-04,-13339.149690310824,-20530.216566755353
2015-12-07,-13339.149690310824,-20530.216566755353
2015-12-08,-13339.149690310824,-20530.216566755353
2015-12-09,-13339.149690310824,-20530.216566755353
2015-12-10,-13339.149690310824,-20530.216566755353
2015-12-11,-13339.149690310824,-20530.216566755353
2015-12-14,-13339.149690310824,-20530.216566755353
2015-12-15,-13317.507145621716,-20530.216566755353
2015-12-16,-13317.507145621716,-20530.216566755353
2015-12-17,-13428.683300338162,-20530.216566755353
2015-12-18,-13428.683300338162,-20530.216566755353
2015-12-21,-13428.683300338162,-20530.216566755353
2015-12-22,-13428.683300338162,-20530.216566755353
2015-12-23,-13428.683300338162,-20530.216566755353
2015-12-24,-13428.683300338162,-20530.216566755353
2015-12-28,-13428.683300338162,-20530.216566755353
2015-12-29,-13428.683300338162,-20530.216566755353
2015-12-30,-13428.683300338162,-20530.216566755353
2015-12-31,-13428.683300338162,-20530.216566755353
2016-01-04,-13428.683300338162,-20530.216566755353
2016-01-05,-13428.683300338162,-20530.216566755353
2016-01-06,-13428.683300338162,-20530.216566755353
2016-01-07,-13705.069560822136,-20530.216566755353
2016-01-08,-13705.069560822136,-20530.216566755353
2016-01-11,-13705.069560822136,-20530.216566755353
2016-01-12,-13705.069560822136,-20530.216566755353
2016-01-13,-13946.421483996386,-20530.216566755353
2016-01-14,-13946.421483996386,-20530.216566755353
2016-01-15,-13946.421483996386,-20530.216566755353
2016-01-19,-13946.421483996386,-20530.216566755353
2016-01-20,-13946.421483996386,-20530.216566755353
2016-01-21,-13946.421483996386,-20530.216566755353
2016-01-22,-13946.421483996386,-20530.216566755353
2016-01-25,-13946.421483996386,-20530.216566755353
2016-01-26,-13946.421483996386,-20530.216566755353
2016-01-27,-13946.421483996386,-20530.216566755353
2016-01-28,-13946.421483996386,-20530.216566755353
2016-01-29,-13946.421483996386,-20530.216566755353
2016-02-01,-13946.421483996386,-20530.216566755353
2016-02-02,-13946.421483996386,-20530.216566755353
2016-02-03,-13946.421483996386,-20530.216566755353
2016-02-04,-13946.421483996386,-20530.216566755353
2016-02-05,-13946.421483996386,-20530.216566755353
2016-02-08,-13856.90107090789,-20530.216566755353
2016-02-09,-13856.90107090789,-20530.216566755353
2016-02-10,-13856.90107090789,-20530.216566755353
2016-02-11,-13856.90107090789,-20530.216566755353
2016-02-12,-13856.90107090789,-20530.216566755353
2016-02-16,-13856.90107090789,-20530.216566755353
2016-02-17,-13856.90107090789,-20530.216566755353
2016-02-18,-13856.90107090789,-20530.216566755353
2016-02-19,-13856.90107090789,-20530.216566755353
2016-02-22,-13856.90107090789,-20530.216566755353
2016-02-23,-13856.90107090789,-20530.216566755353
2016-02-24,-13856.90107090789,-20530.216566755353
2016-02-25,-13856.90107090789,-20530.216566755353
2016-02-26,-13856.90107090789,-20530.216566755353
2016-02-29,-13856.90107090789,-20530.216566755353
2016-03-01,-13856.90107090789,-20530.216566755353
2016-03-02,-13856.90107090789,-20530.216566755353
2016-03-03,-13856.90107090789,-20530.216566755353
2016-03-04,-13856.90107090789,-20530.216566755353
2016-03-07,-13133.523119025502,-19739.366874045652
2016-03-08,-13133.523119025502,-19739.366874045652
2016-03-09,-13133.523119025502,-19739.366874045652
2016-03-10,-13133.523119025502,-19739.366874045652
2016-03-11,-13133.523119025502,-19739.366874045652
2016-03-14,-13133.523119025502,-19739.366874045652
2016-03-15,-13133.523119025502,-19739.366874045652
2016-03-16,-13133.523119025502,-19739.366874045652
2016-03-17,-13133.523119025502,-19739.366874045652
2016-03-18,-13133.523119025502,-19739.366874045652
2016-03-21,-13133.523119025502,-19739.366874045652
2016-03-22,-13133.523119025502,-19739.366874045652
2016-03-23,-13133.523119025502,-19739.366874045652
2016-03-24,-12953.121722849408,-19739.366874045652
2016-03-28,-12953.121722849408,-19739.366874045652
2016-03-29,-12953.121722849408,-19739.366874045652
2016-03-30,-12953.121722849408,-19739.366874045652
2016-03-31,-12953.121722849408,-19739.366874045652
2016-04-01,-12953.121722849408,-19739.366874045652
2016-04-04,-12953.121722849408,-19739.366874045652
2016-04-05,-12953.121722849408,-19739.366874045652
2016-04-06,-12953.121722849408,-19739.366874045652
2016-04-07,-12953.121722849408,-19739.366874045652
2016-04-08,-12953.121722849408,-19739.366874045652
2016-04-11,-12953.121722849408,-19739.366874045652
2016-04-12,-12953.121722849408,-19739.366874045652
2016-04-13,-12953.121722849408,-19739.366874045652
2016-04-14,-12953.121722849408,-19739.366874045652
2016-04-15,-12953.121722849408,-19739.366874045652
2016-04-18,-12953.121722849408,-19739.366874045652
2016-04-19,-12953.121722849408,-19739.366874045652
2016-04-20,-12953.121722849408,-19739.366874045652
2016-04-21,-12953.121722849408,-19739.366874045652
2016-04-22,-12953.121722849408,-19739.366874045652
2016-04-25,-12953.121722849408,-19739.366874045652
2016-04-26,-12953.121722849408,-19739.366874045652
2016-04-27,-12953.121722849408,-19739.366874045652
2016-04-28,-12953.121722849408,-19739.366874045652
2016-04-29,-12953.121722849408,-19739.366874045652
2016-05-02,-12953.121722849408,-19739.366874045652
2016-05-03,-12953.121722849408,-19739.366874045652
2016-05-04,-12953.121722849408,-19739.366874045652
2016-05-05,-12953.121722849408,-19739.366874045652
2016-05-06,-12953.121722849408,-19739.366874045652
2016-05-09,-12953.121722849408,-19739.366874045652
2016-05-10,-12800.118927069909,-19739.366874045652
2016-05-11,-12800.118927069909,-19739.366874045652
2016-05-12,-12800.118927069909,-19739.366874045652
2016-05-13,-12800.118927069909,-19739.366874045652
2016-05-16,-12800.118927069909,-19739.366874045652
2016-05-17,-12800.118927069909,-19739.366874045652
2016-05-18,-12800.118927069909,-19739.366874045652
2016-05-19,-12800.118927069909,-19739.366874045652
2016-05-20,-12800.118927069909,-19739.366874045652
2016-05-23,-12800.118927069909,-19739.366874045652
2016-05-24,-12800.118927069909,-19739.366874045652
2016-05-25,-12800.118927069909,-19739.366874045652
2016-05-26,-12800.118927069909,-19739.366874045652
2016-05-27,-12800.118927069909,-19739.366874045652
2016-05-31,-12800.118927069909,-19739.366874045652
2016-06-01,-12800.118927069909,-19739.366874045652
2016-06-02,-12800.118927069909,-19739.366874045652
2016-06-03,-12800.118927069909,-19739.366874045652
2016-06-06,-12800.118927069909,-19739.366874045652
2016-06-07,-12800.118927069909,-19739.366874045652
2016-06-08,-12800.118927069909,-19739.366874045652
2016-06-09,-12800.118927069909,-19739.366874045652
2016-06-10,-12800.118927069909,-19739.366874045652
2016-06-13,-12800.118927069909,-19739.366874045652
2016-06-14,-12800.118927069909,-19739.366874045652
2016-06-15,-12800.118927069909,-19739.366874045652
2016-06-16,-12800.118927069909,-19739.366874045652
2016-06-17,-12800.118927069909,-19739.366874045652
2016-06-20,-12800.118927069909,-19739.366874045652
2016-06-21,-12800.118927069909,-19739.366874045652
2016-06-22,-12800.118927069909,-19739.366874045652
2016-06-23,-12800.118927069909,-19739.366874045652
2016-06-24,-12840.090078794507,-19739.366874045652
2016-06-27,-12840.090078794507,-19739.366874045652
2016-06-28,-12840.090078794507,-19739.366874045652
2016-06-29,-12840.090078794507,-19739.366874045652
2016-06-30,-12840.090078794507,-19739.366874045652
2016-07-01,-12840.090078794507,-19739.366874045652
2016-07-05,-12840.090078794507,-19739.366874045652
2016-07-06,-12840.090078794507,-19739.366874045652
2016-07-07,-12840.090078794507,-19739.366874045652
2016-07-08,-12840.090078794507,-19739.366874045652
2016-07-11,-12840.090078794507,-19739.366874045652
2016-07-12,-12840.090078794507,-19739.366874045652
2016-07-13,-12840.090078794507,-19739.366874045652
2016-07-14,-12840.090078794507,-19739.366874045652
2016-07-15,-12840.090078794507,-19739.366874045652
2016-07-18,-12840.090078794507,-19739.366874045652
2016-07-19,-12840.090078794507,-19739.366874045652
2016-07-20,-12840.090078794507,-19739.366874045652
2016-07-21,-12840.090078794507,-19739.366874045652
2016-07-22,-12840.090078794507,-19739.366874045652
2016-07-25,-12840.090078794507,-19739.366874045652
2016-07-26,-12840.090078794507,-19739.366874045652
2016-07-27,-12840.090078794507,-19739.366874045652
2016-07-28,-12840.090078794507,-19739.366874045652
2016-07-29,-12840.090078794507,-19739.366874045652
2016-08-01,-12840.090078794507,-19739.366874045652
2016-08-02,-12840.090078794507,-19739.366874045652
2016-08-03,-12840.090078794507,-19739.366874045652
2016-08-04,-12840.090078794507,-19739.366874045652
2016-08-05,-12840.090078794507,-19739.366874045652
2016-08-08,-12840.090078794507,-19739.366874045652
2016-08-09,-12840.090078794507,-19739.366874045652
2016-08-10,-12840.090078794507,-19739.366874045652
2016-08-11,-12840.090078794507,-19739.366874045652
2016-08-12,-12840.090078794507,-19739.366874045652
2016-08-15,-12840.090078794507,-19739.366874045652
2016-08-16,-12840.090078794507,-19739.366874045652
2016-08-17,-12840.090078794507,-19739.366874045652
2016-08-18,-12840.090078794507,-19739.366874045652
2016-08-19,-12840.090078794507,-19739.366874045652
2016-08-22,-12145.1711342798,-18777.23231568516
2016-08-23,-10657.788915169844,-14217.144484186507
2016-08-24,-10210.327905411024,-14182.827783649896
2016-08-25,-10210.327905411024,-14182.827783649896
2016-08-26,-10210.327905411024,-14182.827783649896
2016-08-29,-10210.327905411024,-14182.827783649896
2016-08-30,-10210.327905411024,-14182.827783649896
2016-08-31,-9537.841302399103,-12900.373656030351
2016-09-01,-9537.841302399103,-12900.373656030351
2016-09-02,-9537.841302399103,-12900.373656030351
2016-09-06,-9510.940117775668,-12900.373656030351
2016-09-07,-9510.940117775668,-12900.373656030351
2016-09-08,-9339.633788112029,-12900.373656030351
2016-09-09,-10345.35152286512,-15454.822440256869
2016-09-12,-10345.35152286512,-15454.822440256869
2016-09-13,-10770.370054739727,-15454.822440256869
2016-09-14,-10770.370054739727,-15454.822440256869
2016-09-15,-10770.370054739727,-15454.822440256869
2016-09-16,-10770.370054739727,-15454.822440256869
2016-09-19,-10770.370054739727,-15454.822440256869
2016-09-20,-10770.370054739727,-15454.822440256869
2016-09-21,-10770.370054739727,-15454.822440256869
2016-09-22,-10770.370054739727,-15454.822440256869
2016-09-23,-10770.370054739727,-15454.822440256869
2016-09-26,-10770.370054739727,-15454.822440256869
2016-09-27,-10316.33385070678,-15329.079194237405
2016-09-28,-10316.33385070678,-15329.079194237405
2016-09-29,-10316.33385070678,-15329.079194237405
2016-09-30,-10316.33385070678,-15329.079194237405
2016-10-03,-10316.33385070678,-15329.079194237405
2016-10-04,-10646.275006971522,-15329.079194237405
2016-10-05,-10646.275006971522,-15329.079194237405
2016-10-06,-10646.275006971522,-15329.079194237405
2016-10-07,-10646.275006971522,-15329.079194237405
2016-10-10,-10646.275006971522,-15329.079194237405
2016-10-11,-10787.23138795379,-15329.079194237405
2016-10-12,-10787.23138795379,-15329.079194237405
2016-10-13,-10787.23138795379,-15329.079194237405
2016-10-14,-10787.23138795379,-15329.079194237405
2016-10-17,-10787.23138795379,-15329.079194237405
2016-10-18,-10787.23138795379,-15329.079194237405
2016-10-19,-10787.23138795379,-15329.079194237405
2016-10-20,-10787.23138795379,-15329.079194237405
2016-10-21,-10787.23138795379,-15329.079194237405
2016-10-24,-10787.23138795379,-15329.079194237405
2016-10-25,-10787.23138795379,-15329.079194237405
2016-10-26,-10787.23138795379,-15329.079194237405
2016-10-27,-10787.23138795379,-15329.079194237405
2016-10-28,-10787.23138795379,-15329.079194237405
2016-10-31,-10787.23138795379,-15329.079194237405
2016-11-01,-10787.23138795379,-15329.079194237405
2016-11-02,-10787.23138795379,-15329.079194237405
2016-11-03,-10787.23138795379,-15329.079194237405
2016-11-04,-10787.23138795379,-15329.079194237405
2016-11-07,-10787.23138795379,-15329.079194237405
2016-11-08,-10787.23138795379,-15329.079194237405
2016-11-09,-10787.23138795379,-15329.079194237405
2016-11-10,-10787.23138795379,-15329.079194237405
2016-11-11,-10780.747887005851,-15329.079194237405
2016-11-14,-10780.747887005851,-15329.079194237405
2016-11-15,-10780.747887005851,-15329.079194237405
2016-11-16,-10780.747887005851,-15329.079194237405
2016-11-17,-10780.747887005851,-15329.079194237405
2016-11-18,-10780.747887005851,-15329.079194237405
2016-11-21,-10780.747887005851,-15329.079194237405
2016-11-22,-10780.747887005851,-15329.079194237405
2016-11-23,-10780.747887005851,-15329.079194237405
2016-11-25,-10780.747887005851,-15329.079194237405
2016-11-28,-10780.747887005851,-15329.079194237405
2016-11-29,-10780.747887005851,-15329.079194237405
2016-11-30,-10813.812915084585,-15329.079194237405
2016-12-01,-10713.663525084226,-15329.079194237405
2016-12-02,-10194.547231511724,-14745.943779138726
2016-12-05,-10194.547231511724,-14745.943779138726
2016-12-06,-10194.547231511724,-14745.943779138726
2016-12-07,-10194.547231511724,-14745.943779138726
2016-12-08,-10194.547231511724,-14745.943779138726
2016-12-09,-10194.547231511724,-14745.943779138726
2016-12-12,-10136.370800445833,-14745.943779138726
2016-12-13,-10136.370800445833,-14745.943779138726
2016-12-14,-10423.891492910021,-14745.943779138726
2016-12-15,-10423.891492910021,-14745.943779138726
2016-12-16,-10157.502456776632,-14745.943779138726
2016-12-19,-10090.601005454897,-14745.943779138726
2016-12-20,-10090.601005454897,-14745.943779138726
2016-12-21,-10090.601005454897,-14745.943779138726
2016-12-22,-10090.601005454897,-14745.943779138726
2016-12-23,-10090.601005454897,-14745.943779138726
2016-12-27,-10090.601005454897,-14745.943779138726
2016-12-28,-10090.601005454897,-14745.943779138726
2016-12-29,-10090.601005454897,-14745.943779138726
2016-12-30,-10090.601005454897,-14745.943779138726
2017-01-03,-10090.601005454897,-14745.943779138726
2017-01-04,-10090.601005454897,-14745.943779138726
2017-01-05,-10090.601005454897,-14745.943779138726
2017-01-06,-9640.963728401779,-14730.468141732723
2017-01-09,-9639.41903524656,-14730.468141732723
2017-01-10,-9639.41903524656,-14730.468141732723
2017-01-11,-9639.41903524656,-14730.468141732723
2017-01-12,-9185.353644232613,-14509.320265903758
2017-01-13,-9185.353644232613,-14509.320265903758
2017-01-17,-9063.490432703826,-14509.320265903758
2017-01-18,-9063.490432703826,-14509.320265903758
2017-01-19,-9063.490432703826,-14509.320265903758
2017-01-20,-9063.490432703826,-14509.320265903758
2017-01-23,-9063.490432703826,-14509.320265903758
2017-01-24,-8993.628102277637,-14509.320265903758
2017-01-25,-8993.628102277637,-14509.320265903758
2017-01-26,-8936.452555493635,-14509.320265903758
2017-01-27,-8936.452555493635,-14509.320265903758
2017-01-30,-8936.452555493635,-14509.320265903758
2017-01-31,-8936.452555493635,-14509.320265903758
2017-02-01,-8857.300860343315,-14509.320265903758
2017-02-02,-8857.300860343315,-14509.320265903758
2017-02-03,-8857.300860343315,-14509.320265903758
2017-02-06,-8568.994959652757,-14509.320265903758
2017-02-07,-8568.994959652757,-14509.320265903758
2017-02-08,-8568.994959652757,-14509.320265903758
2017-02-09,-8568.994959652757,-14509.320265903758
2017-02-10,-8568.994959652757,-14509.320265903758
2017-02-13,-8568.994959652757,-14509.320265903758
2017-02-14,-8568.994959652757,-14509.320265903758
2017-02-15,-8568.994959652757,-14509.320265903758
2017-02-16,-8568.994959652757,-14509.320265903758
2017-02-17,-8568.994959652757,-14509.320265903758
2017-02-21,-8568.994959652757,-14509.320265903758
2017-02-22,-8568.994959652757,-14509.320265903758
2017-02-23,-8568.994959652757,-14509.320265903758
2017-02-24,-8568.994959652757,-14509.320265903758
2017-02-27,-8568.994959652757,-14509.320265903758
2017-02-28,-8568.994959652757,-14509.320265903758
2017-03-01,-8568.994959652757,-14509.320265903758
2017-03-02,-8678.426992750166,-14509.320265903758
2017-03-03,-8678.426992750166,-14509.320265903758
2017-03-06,-8678.426992750166,-14509.320265903758
2017-03-07,-8678.426992750166,-14509.320265903758
2017-03-08,-8678.426992750166,-14509.320265903758
2017-03-09,-8678.426992750166,-14509.320265903758
2017-03-10,-8678.426992750166,-14509.320265903758
2017-03-13,-8678.426992750166,-14509.320265903758
2017-03-14,-8678.426992750166,-14509.320265903758
2017-03-15,-8678.426992750166,-14509.320265903758
2017-03-16,-8678.426992750166,-14509.320265903758
2017-03-17,-8678.426992750166,-14509.320265903758
2017-03-20,-8678.426992750166,-14509.320265903758
2017-03-21,-8678.426992750166,-14509.320265903758
2017-03-22,-8678.426992750166,-14509.320265903758
2017-03-23,-8678.426992750166,-14509.320265903758
2017-03-24,-8678.426992750166,-14509.320265903758
2017-03-27,-8678.426992750166,-14509.320265903758
2017-03-28,-8678.426992750166,-14509.320265903758
2017-03-29,-8678.426992750166,-14509.320265903758
2017-03-30,-8678.426992750166,-14509.320265903758
2017-03-31,-8678.426992750166,-14509.320265903758
2017-04-03,-8678.426992750166,-14509.320265903758
2017-04-04,-8678.426992750166,-14509.320265903758
2017-04-05,-8678.426992750166,-14509.320265903758
2017-04-06,-8678.426992750166,-14509.320265903758
2017-04-07,-8678.426992750166,-14509.320265903758
2017-04-10,-8678.426992750166,-14509.320265903758
2017-04-11,-8678.426992750166,-14509.320265903758
2017-04-12,-8678.426992750166,-14509.320265903758
2017-04-13,-8678.426992750166,-14509.320265903758
2017-04-17,-8678.426992750166,-14509.320265903758
2017-04-18,-8678.426992750166,-14509.320265903758
2017-04-19,-8678.426992750166,-14509.320265903758
2017-04-20,-8678.426992750166,-14509.320265903758
2017-04-21,-8678.426992750166,-14509.320265903758
