Date,return,VaR,breach
2011-01-03,3497.4923101629115,11050.799986137374,0
2011-01-04,-3611.270501543226,11050.799986137374,0
2011-01-05,-2881.509561420509,11050.799986137374,0
2011-01-06,-689.1990812453369,11050.799986137374,0
2011-01-07,-129.41231818366725,11050.799986137374,0
2011-01-10,1199.802166283128,11050.799986137374,0
2011-01-11,1599.3273052079053,11050.799986137374,0
2011-01-12,4043.76831829884,11050.799986137374,0
2011-01-13,-322.71116263551534,11050.799986137374,0
2011-01-14,1200.6834887877435,11050.799986137374,0
2011-01-18,680.8884710018069,11050.799986137374,0
2011-01-19,-3788.2494703217326,11050.799986137374,0
2011-01-20,-7121.925939028323,10976.359878532365,0
2011-01-21,3136.9977723623497,10614.144239753312,0
2011-01-24,2742.726147574357,10614.144239753312,0
2011-01-25,2389.967567657647,10614.144239753312,0
2011-01-26,-280.5849397998605,10614.144239753312,0
2011-01-27,-1137.6589569113005,10614.144239753312,0
2011-01-28,-6530.748543847607,10614.144239753312,0
2011-01-31,2108.7964185522337,10614.144239753312,0
2011-02-01,9358.818880572771,10614.144239753312,0
2011-02-02,-1495.052150946513,10614.144239753312,0
2011-02-03,1249.6855439795004,9269.484471762158,0
2011-02-04,-1467.3797773494434,9269.484471762158,0
2011-02-07,5054.06196788278,9269.484471762158,0
2011-02-08,2068.6340674011,9269.484471762158,0
2011-02-09,728.973679557907,9269.484471762158,0
2011-02-10,-2924.4459125579115,9269.484471762158,0
2011-02-11,6546.362539154678,9269.484471762158,0
2011-02-14,2320.402591440355,9269.484471762158,0
2011-02-15,369.7056974205783,9269.484471762158,0
2011-02-16,3115.2217691216533,9269.484471762158,0
2011-02-17,3228.046652653996,9269.484471762158,0
2011-02-18,879.7203828414611,9269.484471762158,0
2011-02-22,-7476.921596734905,9269.484471762158,0
2011-02-23,-1454.566879973073,9269.484471762158,0
2011-02-24,45.38917972758986,9269.484471762158,0
2011-02-25,8834.754058535573,9269.484471762158,0
2011-02-28,4336.995690879079,9269.484471762158,0
2011-03-01,-6804.389176297826,9269.484471762158,0
2011-03-02,-2708.791581113975,9269.484471762158,0
2011-03-03,5813.173219373401,9269.484471762158,0
2011-03-04,-1076.3889199144714,9269.484471762158,0
2011-03-07,-5933.488039555554,9269.484471762158,0
2011-03-08,3311.914355592893,9269.484471762158,0
2011-03-09,1606.98744387459,9269.484471762158,0
2011-03-10,-8820.999975163795,9508.987718791932,0
2011-03-11,3214.395956793114,9508.987718791932,0
2011-03-14,-3049.7519880400623,9508.987718791932,0
2011-03-15,-6023.634760145286,9508.987718791932,0
2011-03-16,-8434.363153243545,9508.987718791932,0
2011-03-17,6767.299466783691,9508.987718791932,0
2011-03-18,4373.225075894075,9508.987718791932,0
2011-03-21,8584.48066351057,9508.987718791932,0
2011-03-22,-1349.2194548545308,9508.987718791932,0
2011-03-23,2777.6154333650893,8608.349723107653,0
2011-03-24,2622.3286020309665,8608.349723107653,0
2011-03-25,1250.689219133083,8608.349723107653,0
2011-03-28,-1889.1500009964896,8608.349723107653,0
2011-03-29,1729.194745221415,8608.349723107653,0
2011-03-30,6609.793603983612,8608.349723107653,0
2011-03-31,-47.35614881506977,8608.349723107653,0
2011-04-01,3031.6879854322574,8608.349723107653,0
2011-04-04,1454.248756486557,8608.349723107653,0
2011-04-05,1257.9650341897088,8608.349723107653,0
2011-04-06,-1545.1481054366657,8608.349723107653,0
2011-04-07,-1889.061503976659,8608.349723107653,0
2011-04-08,-2199.7884027304744,8608.349723107653,0
2011-04-11,-2655.0796507007285,8608.349723107653,0
2011-04-12,-2907.2120639563377,8608.349723107653,0
2011-04-13,1823.212748423698,8608.349723107653,0
2011-04-14,2270.3068444591854,8407.510158269914,0
2011-04-15,6840.929719047681,8407.510158269914,0
2011-04-18,-5289.988861196985,8407.510158269914,0
2011-04-19,4511.064058829835,8407.510158269914,0
2011-04-20,7095.261133675161,8407.510158269914,0
2011-04-21,3087.406609607843,8407.510158269914,0
2011-04-25,447.53576428918353,8407.510158269914,0
2011-04-26,7048.903129639948,8357.541556232547,0
2011-04-27,4196.416692115143,8357.541556232547,0
2011-04-28,4468.068701703157,8357.541556232547,0
2011-04-29,4714.059083852175,8357.541556232547,0
2011-05-02,-2465.4911876843034,8357.541556232547,0
2011-05-03,-1280.7671051323052,8197.313273380852,0
2011-05-04,-5046.172248152917,8197.313273380852,0
2011-05-05,-7475.574235179966,8002.97626356354,0
2011-05-06,3442.883967216945,7775.416899273307,0
2011-05-09,4189.721523891566,7775.416899273307,0
2011-05-10,3831.438688635455,7775.416899273307,0
2011-05-11,-6306.128066318584,7775.416899273307,0
2011-05-12,1313.53487786731,7775.416899273307,0
2011-05-13,-3377.9079447980403,7775.416899273307,0
2011-05-16,-2694.916865210325,7775.416899273307,0
2011-05-17,1807.7756984140424,7775.416899273307,0
2011-05-18,2890.922650644263,7775.416899273307,0
2011-05-19,1374.1203244619924,7604.841482898516,0
2011-05-20,-2771.744508773954,7604.841482898516,0
2011-05-23,-5452.356902361988,7604.841482898516,0
2011-05-24,1207.0504918948936,7604.841482898516,0
2011-05-25,814.3777725687454,7604.841482898516,0
2011-05-26,4527.712760494187,7604.841482898516,0
2011-05-27,3682.959405687448,7604.841482898516,0
2011-05-31,6723.918983012603,7604.841482898516,0
2011-06-01,-10003.853288293463,7775.416899273307,1
2011-06-02,-5856.437741073003,7775.416899273307,0
2011-06-03,-3844.4730118008574,7604.841482898516,0
2011-06-06,-8024.888195774909,7775.416899273307,1
2011-06-07,715.8804516837209,7775.416899273307,0
2011-06-08,-1182.607906059284,7775.416899273307,0
2011-06-09,4301.0454506734695,7775.416899273307,0
2011-06-10,-7813.758657013925,7856.688212905621,0
2011-06-13,-2279.076847873896,7856.688212905621,0
2011-06-14,4669.436835569727,7856.688212905621,0
2011-06-15,-5811.210539056692,7856.688212905621,0
2011-06-16,2302.661852972539,7856.688212905621,0
2011-06-17,1577.0502782771885,7856.688212905621,0
2011-06-20,3461.4582890093425,7856.688212905621,0
2011-06-21,7784.071797825266,7856.688212905621,0
2011-06-22,-3242.4529924538515,7856.688212905621,0
2011-06-23,-2476.608012038033,7732.48734338161,0
2011-06-24,-10181.844234561266,7856.688212905621,1
2011-06-27,1326.1177681509266,7856.688212905621,0
2011-06-28,6284.253006637331,7732.48734338161,0
2011-06-29,4412.205857050203,7732.48734338161,0
2011-06-30,4104.570398246542,7604.841482898516,0
2011-07-01,7297.327199481792,7604.841482898516,0
2011-07-05,2835.947070861999,7604.841482898516,0
2011-07-06,3287.275400515679,7604.841482898516,0
2011-07-07,5691.541155496452,7604.841482898516,0
2011-07-08,342.66903745864823,7604.841482898516,0
2011-07-11,-5894.864912552576,7604.841482898516,0
2011-07-12,-583.3148887222702,7604.841482898516,0
2011-07-13,4039.077358645248,7604.841482898516,0
2011-07-14,-7360.39731379109,7604.841482898516,0
2011-07-15,4528.063968029303,7511.970804164529,0
2011-07-18,-6052.238497658444,7511.970804164529,0
2011-07-19,12963.934427552176,7511.970804164529,0
2011-07-20,-2023.579477872992,7511.970804164529,0
2011-07-21,5183.978780270021,7511.970804164529,0
2011-07-22,3527.112336908585,7511.970804164529,0
2011-07-25,-4933.333159880336,7511.970804164529,0
2011-07-26,-131.80692419568308,7511.970804164529,0
2011-07-27,-12938.77590770268,7604.841482898516,1
2011-07-28,-685.7144890842109,7604.841482898516,0
2011-07-29,1705.8986163740628,7604.841482898516,0
2011-08-01,-587.69903122217,7604.841482898516,0
2011-08-02,-4560.227354032088,7604.841482898516,0
2011-08-03,3706.460259141657,7604.841482898516,0
2011-08-04,-20835.44880438947,7732.48734338161,1
2011-08-05,-7185.437802675514,7732.48734338161,0
2011-08-08,-27735.22748197271,7856.688212905621,1
2011-08-09,29358.40331218716,7856.688212905621,0
2011-08-10,-14560.782602290066,7856.688212905621,1
2011-08-11,10074.307267898132,7856.688212905621,0
2011-08-12,8241.924991091519,7856.688212905621,0
2011-08-15,11625.946565094722,7856.688212905621,0
2011-08-16,799.0284054484763,7856.688212905621,0
2011-08-17,5171.355594112261,7856.688212905621,0
2011-08-18,-18551.37820020669,7961.23640665733,1
2011-08-19,-5999.755940251637,7961.23640665733,0
2011-08-22,3667.320645039978,7961.23640665733,0
2011-08-23,10224.550927938208,7961.23640665733,0
2011-08-24,-3988.9978892678296,7961.23640665733,0
2011-08-25,-5907.256400839011,7961.23640665733,0
2011-08-26,15494.484010749737,7961.23640665733,0
2011-08-29,10461.186303141943,7961.23640665733,0
2011-08-30,9995.49854052573,7961.23640665733,0
2011-08-31,-2396.9627674525136,7961.23640665733,0
2011-09-01,-946.276625129048,7961.23640665733,0
2011-09-02,-3075.312627301092,7961.23640665733,0
2011-09-06,-2086.8095111659686,7961.23640665733,0
2011-09-07,7021.251674083781,7961.23640665733,0
2011-09-08,-81.54248858023658,7961.23640665733,0
2011-09-09,-14201.73739584488,8209.15192663579,1
2011-09-12,750.0795882678661,8209.15192663579,0
