Date,VaR_95,VaR_99
2015-06-05,7260.033677262089,11809.708896076609
2015-06-08,7260.033677262089,11809.708896076609
2015-06-09,7260.033677262089,11809.708896076609
2015-06-10,7260.033677262089,11809.708896076609
2015-06-11,7260.033677262089,11809.708896076609
2015-06-12,7260.033677262089,11809.708896076609
2015-06-15,7260.033677262089,11809.708896076609
2015-06-16,7260.033677262089,11809.708896076609
2015-06-17,7260.033677262089,11809.708896076609
2015-06-18,7260.033677262089,11809.708896076609
2015-06-19,7260.033677262089,11809.708896076609
2015-06-22,7260.033677262089,11809.708896076609
2015-06-23,7260.033677262089,11809.708896076609
2015-06-24,7260.033677262089,11809.708896076609
2015-06-25,7260.033677262089,11809.708896076609
2015-06-26,7260.033677262089,11809.708896076609
2015-06-29,7260.033677262089,11809.708896076609
2015-06-30,7260.033677262089,11809.708896076609
2015-07-01,7260.033677262089,11809.708896076609
2015-07-02,7260.033677262089,11809.708896076609
2015-07-06,7260.033677262089,11809.708896076609
2015-07-07,7260.033677262089,11809.708896076609
2015-07-08,7313.365785368274,11809.708896076609
2015-07-09,7313.365785368274,11809.708896076609
2015-07-10,7313.365785368274,11809.708896076609
2015-07-13,7313.365785368274,11809.708896076609
2015-07-14,7313.365785368274,11809.708896076609
2015-07-15,7313.365785368274,11809.708896076609
2015-07-16,7313.365785368274,11809.708896076609
2015-07-17,7313.365785368274,11809.708896076609
2015-07-20,7313.365785368274,11809.708896076609
2015-07-21,7313.365785368274,11809.708896076609
2015-07-22,7313.365785368274,11809.708896076609
2015-07-23,7313.365785368274,11809.708896076609
2015-07-24,7313.365785368274,11809.708896076609
2015-07-27,7313.365785368274,11809.708896076609
2015-07-28,7313.365785368274,11809.708896076609
2015-07-29,7313.365785368274,11809.708896076609
2015-07-30,7313.365785368274,11809.708896076609
2015-07-31,7260.033677262089,10405.54537963193
2015-08-03,7260.033677262089,10405.54537963193
2015-08-04,7260.033677262089,10405.54537963193
2015-08-05,7260.033677262089,10405.54537963193
2015-08-06,7260.033677262089,10405.54537963193
2015-08-07,7260.033677262089,10405.54537963193
2015-08-10,7260.033677262089,10405.54537963193
2015-08-11,7260.033677262089,10405.54537963193
2015-08-12,7260.033677262089,10405.54537963193
2015-08-13,7260.033677262089,10405.54537963193
2015-08-14,7260.033677262089,10405.54537963193
2015-08-17,7260.033677262089,10405.54537963193
2015-08-18,7260.033677262089,10405.54537963193
2015-08-19,7260.033677262089,10405.54537963193
2015-08-20,7313.365785368274,10405.54537963193
2015-08-21,7427.209365250878,11809.708896076609
2015-08-24,7537.053585145538,14735.185284943933
2015-08-25,7557.6836020682495,14800.884151430768
2015-08-26,7557.6836020682495,14800.884151430768
2015-08-27,7557.6836020682495,14800.884151430768
2015-08-28,7557.6836020682495,14800.884151430768
2015-08-31,7557.6836020682495,14800.884151430768
2015-09-01,7591.966553484929,16249.81822341396
2015-09-02,7591.966553484929,16249.81822341396
2015-09-03,7591.966553484929,16249.81822341396
2015-09-04,7591.966553484929,16249.81822341396
2015-09-08,7591.966553484929,16249.81822341396
2015-09-09,7873.214690824006,16249.81822341396
2015-09-10,7873.214690824006,16249.81822341396
2015-09-11,7873.214690824006,16249.81822341396
2015-09-14,7873.214690824006,16249.81822341396
2015-09-15,7873.214690824006,16249.81822341396
2015-09-16,7873.214690824006,16249.81822341396
2015-09-17,7873.214690824006,16249.81822341396
2015-09-18,7873.214690824006,16249.81822341396
2015-09-21,7873.214690824006,16249.81822341396
2015-09-22,7873.214690824006,16249.81822341396
2015-09-23,7873.214690824006,16249.81822341396
2015-09-24,7873.214690824006,16249.81822341396
2015-09-25,7873.214690824006,16249.81822341396
2015-09-28,8218.446053434709,16249.81822341396
2015-09-29,8218.446053434709,16249.81822341396
2015-09-30,8218.446053434709,16249.81822341396
2015-10-01,8218.446053434709,16249.81822341396
2015-10-02,8218.446053434709,16249.81822341396
2015-10-05,8218.446053434709,16249.81822341396
2015-10-06,8218.446053434709,16249.81822341396
2015-10-07,8218.446053434709,16249.81822341396
2015-10-08,8218.446053434709,16249.81822341396
2015-10-09,7873.214690824006,16249.81822341396
2015-10-12,7873.214690824006,16249.81822341396
2015-10-13,7873.214690824006,16249.81822341396
2015-10-14,7873.214690824006,16249.81822341396
2015-10-15,7873.214690824006,16249.81822341396
2015-10-16,7873.214690824006,16249.81822341396
2015-10-19,7873.214690824006,16249.81822341396
2015-10-20,7873.214690824006,16249.81822341396
2015-10-21,7873.214690824006,16249.81822341396
2015-10-22,7873.214690824006,16249.81822341396
2015-10-23,7873.214690824006,16249.81822341396
2015-10-26,7873.214690824006,16249.81822341396
2015-10-27,7873.214690824006,16249.81822341396
2015-10-28,7873.214690824006,16249.81822341396
2015-10-29,7873.214690824006,16249.81822341396
2015-10-30,7873.214690824006,16249.81822341396
2015-11-02,7873.214690824006,16249.81822341396
2015-11-03,7873.214690824006,16249.81822341396
2015-11-04,7873.214690824006,16249.81822341396
2015-11-05,7873.214690824006,16249.81822341396
2015-11-06,7873.214690824006,16249.81822341396
2015-11-09,7873.214690824006,16249.81822341396
2015-11-10,7873.214690824006,16249.81822341396
2015-11-11,7873.214690824006,16249.81822341396
2015-11-12,7873.214690824006,16249.81822341396
2015-11-13,7873.214690824006,16249.81822341396
2015-11-16,7873.214690824006,16249.81822341396
2015-11-17,7873.214690824006,16249.81822341396
2015-11-18,7873.214690824006,16249.81822341396
2015-11-19,7873.214690824006,16249.81822341396
2015-11-20,7873.214690824006,16249.81822341396
2015-11-23,7873.214690824006,16249.81822341396
2015-11-24,7873.214690824006,16249.81822341396
2015-11-25,7873.214690824006,16249.81822341396
2015-11-27,7873.214690824006,16249.81822341396
2015-11-30,7873.214690824006,16249.81822341396
2015-12-01,7873.214690824006,16249.81822341396
2015-12-02,8218.446053434709,16249.81822341396
2015-12-03,8343.559479219277,16249.81822341396
2015-12-04,8343.559479219277,16249.81822341396
2015-12-07,8343.559479219277,16249.81822341396
2015-12-08,8343.559479219277,16249.81822341396
2015-12-09,8343.559479219277,16249.81822341396
2015-12-10,8343.559479219277,16249.81822341396
2015-12-11,8343.559479219277,16249.81822341396
2015-12-14,8343.559479219277,16249.81822341396
2015-12-15,7922.3373266769,16249.81822341396
2015-12-16,7922.3373266769,16249.81822341396
2015-12-17,8343.559479219277,16249.81822341396
2015-12-18,8343.559479219277,16249.81822341396
2015-12-21,8343.559479219277,16249.81822341396
2015-12-22,8343.559479219277,16249.81822341396
2015-12-23,8343.559479219277,16249.81822341396
2015-12-24,8343.559479219277,16249.81822341396
2015-12-28,8343.559479219277,16249.81822341396
2015-12-29,8343.559479219277,16249.81822341396
2015-12-30,8343.559479219277,16249.81822341396
2015-12-31,8343.559479219277,16249.81822341396
2016-01-04,8343.559479219277,16249.81822341396
2016-01-05,8343.559479219277,16249.81822341396
2016-01-06,8343.559479219277,16249.81822341396
2016-01-07,8607.15392364318,16249.81822341396
2016-01-08,8607.15392364318,16249.81822341396
2016-01-11,8607.15392364318,16249.81822341396
2016-01-12,8607.15392364318,16249.81822341396
2016-01-13,9180.8204888242,16249.81822341396
2016-01-14,9180.8204888242,16249.81822341396
2016-01-15,9180.8204888242,16249.81822341396
2016-01-19,9180.8204888242,16249.81822341396
2016-01-20,9180.8204888242,16249.81822341396
2016-01-21,9180.8204888242,16249.81822341396
2016-01-22,9180.8204888242,16249.81822341396
2016-01-25,9180.8204888242,16249.81822341396
2016-01-26,9180.8204888242,16249.81822341396
2016-01-27,9180.8204888242,16249.81822341396
2016-01-28,9180.8204888242,16249.81822341396
2016-01-29,9180.8204888242,16249.81822341396
2016-02-01,9180.8204888242,16249.81822341396
2016-02-02,9180.8204888242,16249.81822341396
2016-02-03,9180.8204888242,16249.81822341396
2016-02-04,9180.8204888242,16249.81822341396
2016-02-05,9214.438489532045,16249.81822341396
2016-02-08,8859.620270630558,16249.81822341396
2016-02-09,8859.620270630558,16249.81822341396
2016-02-10,8859.620270630558,16249.81822341396
2016-02-11,8859.620270630558,16249.81822341396
2016-02-12,8859.620270630558,16249.81822341396
2016-02-16,8859.620270630558,16249.81822341396
2016-02-17,8859.620270630558,16249.81822341396
2016-02-18,8859.620270630558,16249.81822341396
2016-02-19,8859.620270630558,16249.81822341396
2016-02-22,8859.620270630558,16249.81822341396
2016-02-23,8859.620270630558,16249.81822341396
2016-02-24,8859.620270630558,16249.81822341396
2016-02-25,8859.620270630558,16249.81822341396
2016-02-26,8859.620270630558,16249.81822341396
2016-02-29,8859.620270630558,16249.81822341396
2016-03-01,8859.620270630558,16249.81822341396
2016-03-02,8859.620270630558,16249.81822341396
2016-03-03,8859.620270630558,16249.81822341396
2016-03-04,8859.620270630558,16249.81822341396
2016-03-07,8607.15392364318,14793.521299872784
2016-03-08,8607.15392364318,14793.521299872784
2016-03-09,8607.15392364318,14793.521299872784
2016-03-10,8607.15392364318,14793.521299872784
2016-03-11,8607.15392364318,14793.521299872784
2016-03-14,8607.15392364318,14793.521299872784
2016-03-15,8607.15392364318,14793.521299872784
2016-03-16,8607.15392364318,14793.521299872784
2016-03-17,8607.15392364318,14793.521299872784
2016-03-18,8607.15392364318,14793.521299872784
2016-03-21,8607.15392364318,14793.521299872784
2016-03-22,8607.15392364318,14793.521299872784
2016-03-23,8607.15392364318,14793.521299872784
2016-03-24,8343.559479219277,14793.521299872784
2016-03-28,8343.559479219277,14793.521299872784
2016-03-29,8343.559479219277,14793.521299872784
2016-03-30,8343.559479219277,14793.521299872784
2016-03-31,8343.559479219277,14793.521299872784
2016-04-01,8343.559479219277,14793.521299872784
2016-04-04,8343.559479219277,14793.521299872784
2016-04-05,8343.559479219277,14793.521299872784
2016-04-06,8343.559479219277,14793.521299872784
2016-04-07,8343.559479219277,14793.521299872784
2016-04-08,8343.559479219277,14793.521299872784
2016-04-11,8343.559479219277,14793.521299872784
2016-04-12,8343.559479219277,14793.521299872784
2016-04-13,8343.559479219277,14793.521299872784
2016-04-14,8343.559479219277,14793.521299872784
2016-04-15,8343.559479219277,14793.521299872784
2016-04-18,8343.559479219277,14793.521299872784
2016-04-19,8343.559479219277,14793.521299872784
2016-04-20,8343.559479219277,14793.521299872784
2016-04-21,8343.559479219277,14793.521299872784
2016-04-22,8343.559479219277,14793.521299872784
2016-04-25,8343.559479219277,14793.521299872784
2016-04-26,8343.559479219277,14793.521299872784
2016-04-27,8343.559479219277,14793.521299872784
2016-04-28,8343.559479219277,14793.521299872784
2016-04-29,7980.2819262673065,14793.521299872784
2016-05-02,7980.2819262673065,14793.521299872784
2016-05-03,7980.2819262673065,14793.521299872784
2016-05-04,7980.2819262673065,14793.521299872784
2016-05-05,7980.2819262673065,14793.521299872784
2016-05-06,7980.2819262673065,14793.521299872784
2016-05-09,7980.2819262673065,14793.521299872784
2016-05-10,7586.132876997149,14793.521299872784
2016-05-11,7586.132876997149,14793.521299872784
2016-05-12,7586.132876997149,14793.521299872784
2016-05-13,7586.132876997149,14793.521299872784
2016-05-16,7586.132876997149,14793.521299872784
2016-05-17,7586.132876997149,14793.521299872784
2016-05-18,7586.132876997149,14793.521299872784
2016-05-19,7586.132876997149,14793.521299872784
2016-05-20,7586.132876997149,14793.521299872784
2016-05-23,7586.132876997149,14793.521299872784
2016-05-24,7586.132876997149,14793.521299872784
2016-05-25,7586.132876997149,14793.521299872784
2016-05-26,7586.132876997149,14793.521299872784
2016-05-27,7586.132876997149,14793.521299872784
2016-05-31,7586.132876997149,14793.521299872784
2016-06-01,7586.132876997149,14793.521299872784
2016-06-02,7586.132876997149,14793.521299872784
2016-06-03,7586.132876997149,14793.521299872784
2016-06-06,7586.132876997149,14793.521299872784
2016-06-07,7586.132876997149,14793.521299872784
2016-06-08,7586.132876997149,14793.521299872784
2016-06-09,7586.132876997149,14793.521299872784
2016-06-10,7586.132876997149,14793.521299872784
2016-06-13,7586.132876997149,14793.521299872784
2016-06-14,7586.132876997149,14793.521299872784
2016-06-15,7586.132876997149,14793.521299872784
2016-06-16,7586.132876997149,14793.521299872784
2016-06-17,7586.132876997149,14793.521299872784
2016-06-20,7586.132876997149,14793.521299872784
2016-06-21,7586.132876997149,14793.521299872784
2016-06-22,7586.132876997149,14793.521299872784
2016-06-23,7586.132876997149,14793.521299872784
2016-06-24,7851.811426446314,14793.521299872784
2016-06-27,7851.811426446314,14793.521299872784
2016-06-28,7851.811426446314,14793.521299872784
2016-06-29,7851.811426446314,14793.521299872784
2016-06-30,7851.811426446314,14793.521299872784
2016-07-01,7851.811426446314,14793.521299872784
2016-07-05,7851.811426446314,14793.521299872784
2016-07-06,7851.811426446314,14793.521299872784
2016-07-07,7851.811426446314,14793.521299872784
2016-07-08,7851.811426446314,14793.521299872784
2016-07-11,7851.811426446314,14793.521299872784
2016-07-12,7851.811426446314,14793.521299872784
2016-07-13,7851.811426446314,14793.521299872784
2016-07-14,7851.811426446314,14793.521299872784
2016-07-15,7851.811426446314,14793.521299872784
2016-07-18,7851.811426446314,14793.521299872784
2016-07-19,7851.811426446314,14793.521299872784
2016-07-20,7851.811426446314,14793.521299872784
2016-07-21,7851.811426446314,14793.521299872784
2016-07-22,7851.811426446314,14793.521299872784
2016-07-25,7851.811426446314,14793.521299872784
2016-07-26,7851.811426446314,14793.521299872784
2016-07-27,7851.811426446314,14793.521299872784
2016-07-28,7851.811426446314,14793.521299872784
2016-07-29,7851.811426446314,14793.521299872784
2016-08-01,7851.811426446314,14793.521299872784
2016-08-02,7851.811426446314,14793.521299872784
2016-08-03,7851.811426446314,14793.521299872784
2016-08-04,7851.811426446314,14793.521299872784
2016-08-05,7851.811426446314,14793.521299872784
2016-08-08,7851.811426446314,14793.521299872784
2016-08-09,7851.811426446314,14793.521299872784
2016-08-10,7851.811426446314,14793.521299872784
2016-08-11,7851.811426446314,14793.521299872784
2016-08-12,7851.811426446314,14793.521299872784
2016-08-15,7851.811426446314,14793.521299872784
2016-08-16,7851.811426446314,14793.521299872784
2016-08-17,7851.811426446314,14793.521299872784
2016-08-18,7851.811426446314,14793.521299872784
2016-08-19,7851.811426446314,14793.521299872784
2016-08-22,7479.790591856907,13386.546350640854
2016-08-23,7278.018101017061,12969.92717824168
2016-08-24,7159.081571420226,12458.765436999152
2016-08-25,7159.081571420226,12458.765436999152
2016-08-26,7159.081571420226,12458.765436999152
2016-08-29,7159.081571420226,12458.765436999152
2016-08-30,7159.081571420226,12458.765436999152
2016-08-31,7063.874927707147,11992.438821939888
2016-09-01,7063.874927707147,11992.438821939888
2016-09-02,7063.874927707147,11992.438821939888
2016-09-06,6790.477730644303,11992.438821939888
2016-09-07,6790.477730644303,11992.438821939888
2016-09-08,6415.704111319594,11992.438821939888
2016-09-09,6790.477730644303,12458.765436999152
2016-09-12,6790.477730644303,12458.765436999152
2016-09-13,7063.874927707147,12727.094462043086
2016-09-14,7063.874927707147,12727.094462043086
2016-09-15,7063.874927707147,12727.094462043086
2016-09-16,7063.874927707147,12727.094462043086
2016-09-19,7063.874927707147,12727.094462043086
2016-09-20,7063.874927707147,12727.094462043086
2016-09-21,7063.874927707147,12727.094462043086
2016-09-22,7063.874927707147,12727.094462043086
2016-09-23,7063.874927707147,12727.094462043086
2016-09-26,7063.874927707147,12727.094462043086
2016-09-27,6790.477730644303,12273.922865350542
2016-09-28,6790.477730644303,12273.922865350542
2016-09-29,6790.477730644303,12273.922865350542
2016-09-30,6790.477730644303,12273.922865350542
2016-10-03,6790.477730644303,12273.922865350542
2016-10-04,7063.874927707147,12273.922865350542
2016-10-05,7063.874927707147,12273.922865350542
2016-10-06,7063.874927707147,12273.922865350542
2016-10-07,7063.874927707147,12273.922865350542
2016-10-10,7063.874927707147,12273.922865350542
2016-10-11,7159.081571420226,12273.922865350542
2016-10-12,7159.081571420226,12273.922865350542
2016-10-13,7159.081571420226,12273.922865350542
2016-10-14,7159.081571420226,12273.922865350542
2016-10-17,7159.081571420226,12273.922865350542
2016-10-18,7159.081571420226,12273.922865350542
2016-10-19,7159.081571420226,12273.922865350542
2016-10-20,7159.081571420226,12273.922865350542
2016-10-21,7159.081571420226,12273.922865350542
2016-10-24,7159.081571420226,12273.922865350542
2016-10-25,7159.081571420226,12273.922865350542
2016-10-26,7159.081571420226,12273.922865350542
2016-10-27,7159.081571420226,12273.922865350542
2016-10-28,7159.081571420226,12273.922865350542
2016-10-31,7159.081571420226,12273.922865350542
2016-11-01,7159.081571420226,12273.922865350542
2016-11-02,7159.081571420226,12273.922865350542
2016-11-03,7159.081571420226,12273.922865350542
2016-11-04,7159.081571420226,12273.922865350542
2016-11-07,7159.081571420226,12273.922865350542
2016-11-08,7159.081571420226,12273.922865350542
2016-11-09,7159.081571420226,12273.922865350542
2016-11-10,7159.081571420226,12273.922865350542
2016-11-11,7063.874927707147,12273.922865350542
2016-11-14,7063.874927707147,12273.922865350542
2016-11-15,7063.874927707147,12273.922865350542
2016-11-16,7063.874927707147,12273.922865350542
2016-11-17,7063.874927707147,12273.922865350542
2016-11-18,7063.874927707147,12273.922865350542
2016-11-21,7063.874927707147,12273.922865350542
2016-11-22,7063.874927707147,12273.922865350542
2016-11-23,7063.874927707147,12273.922865350542
2016-11-25,7063.874927707147,12273.922865350542
2016-11-28,7063.874927707147,12273.922865350542
2016-11-29,7063.874927707147,12273.922865350542
2016-11-30,7314.5835051353715,12273.922865350542
2016-12-01,7063.874927707147,12273.922865350542
2016-12-02,6601.049493903428,11992.438821939888
2016-12-05,6601.049493903428,11992.438821939888
2016-12-06,6601.049493903428,11992.438821939888
2016-12-07,6601.049493903428,11992.438821939888
2016-12-08,6601.049493903428,11992.438821939888
2016-12-09,6601.049493903428,11992.438821939888
2016-12-12,6255.611640506307,11992.438821939888
2016-12-13,6255.611640506307,11992.438821939888
2016-12-14,6647.91344558602,11992.438821939888
2016-12-15,6647.91344558602,11992.438821939888
2016-12-16,6255.611640506307,11992.438821939888
2016-12-19,6207.10297067578,11992.438821939888
2016-12-20,6207.10297067578,11992.438821939888
2016-12-21,6207.10297067578,11992.438821939888
2016-12-22,6207.10297067578,11992.438821939888
2016-12-23,6207.10297067578,11992.438821939888
2016-12-27,6207.10297067578,11992.438821939888
2016-12-28,6207.10297067578,11992.438821939888
2016-12-29,6207.10297067578,11992.438821939888
2016-12-30,6207.10297067578,11992.438821939888
2017-01-03,6207.10297067578,11992.438821939888
2017-01-04,6207.10297067578,11992.438821939888
2017-01-05,6207.10297067578,11992.438821939888
2017-01-06,6159.787389420704,11631.333384934744
2017-01-09,6104.599673982661,11631.333384934744
2017-01-10,6104.599673982661,11631.333384934744
2017-01-11,6104.599673982661,11631.333384934744
2017-01-12,6048.644939738031,10639.288594501657
2017-01-13,6048.644939738031,10639.288594501657
2017-01-17,5653.9644580258955,10639.288594501657
2017-01-18,5653.9644580258955,10639.288594501657
2017-01-19,5653.9644580258955,10639.288594501657
2017-01-20,5653.9644580258955,10639.288594501657
2017-01-23,5653.9644580258955,10639.288594501657
2017-01-24,5332.407361637144,10639.288594501657
2017-01-25,5332.407361637144,10639.288594501657
2017-01-26,5273.060783978476,10639.288594501657
2017-01-27,5273.060783978476,10639.288594501657
2017-01-30,5273.060783978476,10639.288594501657
2017-01-31,5273.060783978476,10639.288594501657
2017-02-01,5184.179260144849,10639.288594501657
2017-02-02,5184.179260144849,10639.288594501657
2017-02-03,5184.179260144849,10639.288594501657
2017-02-06,5065.257012332699,10639.288594501657
2017-02-07,5065.257012332699,10639.288594501657
2017-02-08,5065.257012332699,10639.288594501657
2017-02-09,5065.257012332699,10639.288594501657
2017-02-10,5065.257012332699,10639.288594501657
2017-02-13,5065.257012332699,10639.288594501657
2017-02-14,5065.257012332699,10639.288594501657
2017-02-15,5065.257012332699,10639.288594501657
2017-02-16,5065.257012332699,10639.288594501657
2017-02-17,5065.257012332699,10639.288594501657
2017-02-21,5065.257012332699,10639.288594501657
2017-02-22,5065.257012332699,10639.288594501657
2017-02-23,5065.257012332699,10639.288594501657
2017-02-24,5065.257012332699,10639.288594501657
2017-02-27,5065.257012332699,10639.288594501657
2017-02-28,5065.257012332699,10639.288594501657
2017-03-01,5065.257012332699,10639.288594501657
2017-03-02,5184.179260144849,10639.288594501657
2017-03-03,5184.179260144849,10639.288594501657
2017-03-06,5184.179260144849,10639.288594501657
2017-03-07,5184.179260144849,10639.288594501657
2017-03-08,5184.179260144849,10639.288594501657
2017-03-09,5184.179260144849,10639.288594501657
2017-03-10,5184.179260144849,10639.288594501657
2017-03-13,5184.179260144849,10639.288594501657
2017-03-14,5184.179260144849,10639.288594501657
2017-03-15,5184.179260144849,10639.288594501657
2017-03-16,5184.179260144849,10639.288594501657
2017-03-17,5184.179260144849,10639.288594501657
2017-03-20,5184.179260144849,10639.288594501657
2017-03-21,5184.179260144849,10639.288594501657
2017-03-22,5184.179260144849,10639.288594501657
2017-03-23,5184.179260144849,10639.288594501657
2017-03-24,5184.179260144849,10639.288594501657
2017-03-27,5184.179260144849,10639.288594501657
2017-03-28,5184.179260144849,10639.288594501657
2017-03-29,5184.179260144849,10639.288594501657
2017-03-30,5184.179260144849,10639.288594501657
2017-03-31,5184.179260144849,10639.288594501657
2017-04-03,5184.179260144849,10639.288594501657
2017-04-04,5184.179260144849,10639.288594501657
2017-04-05,5184.179260144849,10639.288594501657
2017-04-06,5184.179260144849,10639.288594501657
2017-04-07,5184.179260144849,10639.288594501657
2017-04-10,5184.179260144849,10639.288594501657
2017-04-11,5184.179260144849,10639.288594501657
2017-04-12,5184.179260144849,10639.288594501657
2017-04-13,5184.179260144849,10639.288594501657
2017-04-17,5184.179260144849,10639.288594501657
2017-04-18,5184.179260144849,10639.288594501657
2017-04-19,5184.179260144849,10639.288594501657
2017-04-20,5184.179260144849,10639.288594501657
2017-04-21,5184.179260144849,10639.288594501657
2017-04-24,5184.179260144849,10639.288594501657
2017-04-25,5184.179260144849,10639.288594501657
2017-04-26,5184.179260144849,10639.288594501657
2017-04-27,5184.179260144849,10639.288594501657
2017-04-28,5184.179260144849,10639.288594501657
2017-05-01,5184.179260144849,10639.288594501657
2017-05-02,5184.179260144849,10639.288594501657
2017-05-03,5184.179260144849,10639.288594501657
2017-05-04,5184.179260144849,10639.288594501657
2017-05-05,5184.179260144849,10639.288594501657
2017-05-08,5184.179260144849,10639.288594501657
2017-05-09,5184.179260144849,10639.288594501657
2017-05-10,5184.179260144849,10639.288594501657
2017-05-11,5184.179260144849,10639.288594501657
2017-05-12,5184.179260144849,10639.288594501657
2017-05-15,5184.179260144849,10639.288594501657
2017-05-16,5184.179260144849,10639.288594501657
2017-05-17,5184.179260144849,10639.288594501657
2017-05-18,5065.257012332699,10639.288594501657
2017-05-19,5065.257012332699,10639.288594501657
2017-05-22,5065.257012332699,10639.288594501657
2017-05-23,5065.257012332699,10639.288594501657
2017-05-24,5065.257012332699,10639.288594501657
2017-05-25,5065.257012332699,10639.288594501657
2017-05-26,5065.257012332699,10639.288594501657
2017-05-30,5065.257012332699,10639.288594501657
2017-05-31,5065.257012332699,10639.288594501657
2017-06-01,5065.257012332699,10639.288594501657
2017-06-02,5065.257012332699,10639.288594501657
2017-06-05,5065.257012332699,10639.288594501657
2017-06-06,5065.257012332699,10639.288594501657
2017-06-07,5065.257012332699,10639.288594501657
2017-06-08,5065.257012332699,10639.288594501657
2017-06-09,5065.257012332699,10639.288594501657
2017-06-12,5065.257012332699,10639.288594501657
2017-06-13,5065.257012332699,10639.288594501657
2017-06-14,5065.257012332699,10639.288594501657
2017-06-15,5065.257012332699,10639.288594501657
2017-06-16,5065.257012332699,10639.288594501657
2017-06-19,5065.257012332699,10639.288594501657
2017-06-20,5065.257012332699,10639.288594501657
2017-06-21,5065.257012332699,10639.288594501657
2017-06-22,5065.257012332699,10639.288594501657
2017-06-23,5065.257012332699,10639.288594501657
2017-06-26,4785.687363167092,10639.288594501657
2017-06-27,5065.257012332699,10639.288594501657
2017-06-28,5065.257012332699,10639.288594501657
2017-06-29,5184.179260144849,10639.288594501657
2017-06-30,5184.179260144849,10639.288594501657
2017-07-03,5184.179260144849,10639.288594501657
2017-07-05,5184.179260144849,10639.288594501657
2017-07-06,5273.060783978476,10639.288594501657
2017-07-07,5273.060783978476,10639.288594501657
2017-07-10,5273.060783978476,10639.288594501657
2017-07-11,5273.060783978476,10639.288594501657
2017-07-12,5273.060783978476,10639.288594501657
2017-07-13,5273.060783978476,10639.288594501657
2017-07-14,5273.060783978476,10639.288594501657
2017-07-17,5273.060783978476,10639.288594501657
2017-07-18,5273.060783978476,10639.288594501657
2017-07-19,5273.060783978476,10639.288594501657
2017-07-20,5273.060783978476,10639.288594501657
2017-07-21,5273.060783978476,10639.288594501657
2017-07-24,5273.060783978476,10639.288594501657
2017-07-25,5273.060783978476,10639.288594501657
2017-07-26,5273.060783978476,10639.288594501657
2017-07-27,5273.060783978476,10639.288594501657
2017-07-28,5273.060783978476,10639.288594501657
2017-07-31,5273.060783978476,10639.288594501657
2017-08-01,5273.060783978476,10639.288594501657
2017-08-02,5225.494708909506,10639.288594501657
2017-08-03,5225.494708909506,10639.288594501657
2017-08-04,5225.494708909506,10639.288594501657
2017-08-07,5225.494708909506,10639.288594501657
2017-08-08,5225.494708909506,10639.288594501657
2017-08-09,5225.494708909506,10639.288594501657
2017-08-10,5307.9020753782015,10639.288594501657
2017-08-11,5307.9020753782015,10639.288594501657
2017-08-14,5307.9020753782015,10639.288594501657
2017-08-15,5307.9020753782015,10639.288594501657
2017-08-16,5307.9020753782015,10639.288594501657
2017-08-17,5332.407361637144,10639.288594501657
2017-08-18,5332.407361637144,10639.288594501657
2017-08-21,5332.407361637144,10639.288594501657
2017-08-22,5332.407361637144,10639.288594501657
2017-08-23,5332.407361637144,10639.288594501657
2017-08-24,5307.9020753782015,10639.288594501657
2017-08-25,5307.9020753782015,10639.288594501657
2017-08-28,5307.9020753782015,10639.288594501657
2017-08-29,5307.9020753782015,10639.288594501657
2017-08-30,5307.9020753782015,10639.288594501657
2017-08-31,5307.9020753782015,10639.288594501657
2017-09-01,5307.9020753782015,10639.288594501657
2017-09-05,5307.9020753782015,10639.288594501657
2017-09-06,5307.9020753782015,10639.288594501657
2017-09-07,5307.9020753782015,10639.288594501657
2017-09-08,5212.685771290077,10639.288594501657
2017-09-11,5065.257012332699,9465.587205617767
2017-09-12,5065.257012332699,9465.587205617767
2017-09-13,4785.687363167092,8535.75498151923
2017-09-14,4785.687363167092,8535.75498151923
2017-09-15,4785.687363167092,8535.75498151923
2017-09-18,4785.687363167092,8535.75498151923
2017-09-19,4785.687363167092,8535.75498151923
2017-09-20,4785.687363167092,8535.75498151923
2017-09-21,4785.687363167092,8535.75498151923
2017-09-22,4785.687363167092,8535.75498151923
2017-09-25,4785.687363167092,8535.75498151923
2017-09-26,4785.687363167092,8535.75498151923
2017-09-27,4785.687363167092,8535.75498151923
2017-09-28,4785.687363167092,8535.75498151923
2017-09-29,4536.043695738807,8535.75498151923
2017-10-02,4536.043695738807,8535.75498151923
2017-10-03,4536.043695738807,8535.75498151923
2017-10-04,4446.263808687354,7889.065599190804
2017-10-05,4446.263808687354,7889.065599190804
2017-10-06,4446.263808687354,7889.065599190804
2017-10-09,4446.263808687354,7889.065599190804
2017-10-10,4446.263808687354,7889.065599190804
2017-10-11,4396.938743790855,7601.1943975282275
2017-10-12,4396.938743790855,7601.1943975282275
2017-10-13,4396.938743790855,7601.1943975282275
2017-10-16,4396.938743790855,7601.1943975282275
2017-10-17,4396.938743790855,7601.1943975282275
2017-10-18,4396.938743790855,7601.1943975282275
2017-10-19,4396.938743790855,7601.1943975282275
2017-10-20,4396.938743790855,7601.1943975282275
2017-10-23,4396.938743790855,7601.1943975282275
2017-10-24,4396.938743790855,7601.1943975282275
2017-10-25,4396.938743790855,7601.1943975282275
2017-10-26,4396.938743790855,7601.1943975282275
2017-10-27,4396.938743790855,7601.1943975282275
