Date,SPY,TLT,GLD
2010-01-05,0.0026433018775980895,0.0064377834310315836,-0.0009112174071558337
2010-01-06,0.0007040478477951477,-0.013477434189546446,0.016364952672508887
2010-01-07,0.004212395497203502,0.0016809391735309943,-0.006207031449163178
2010-01-08,0.0033218268250740936,-0.0004478525706642929,0.00495075538137829
2010-01-11,0.001395882595404777,-0.005502007134763198,0.013201473675458084
2010-01-12,-0.009369741227916676,0.016971426653744993,-0.02113448995131151
2010-01-13,0.008410713791717015,-0.011693319625857315,0.009458279378539308
2010-01-14,0.002701012354881067,0.013905294195272647,0.004383402504944763
2010-01-15,-0.011287455836849728,0.006167532143555524,-0.010498532177150062
2010-01-19,0.012417577416889598,-0.002858650922675007,0.005935767413319545
2010-01-20,-0.010220851277375022,0.01007897946497444,-0.023406622544498178
2010-01-21,-0.019416016503796988,0.004567347647235981,-0.01451645533950801
2010-01-22,-0.022543917241083906,-0.0017379798094980519,-0.0018644973871885428
2010-01-25,0.005114913965496518,-0.0045754425198316455,0.002888473341000015
2010-01-26,-0.004199937848934657,0.0003278230860102322,0.0007439937221865503
2010-01-27,0.004745982654289884,-0.0005463875834769331,-0.009622184538243794
2010-01-28,-0.01153873730247478,-0.0005451693143518965,-0.0004694185510533905
2010-01-29,-0.010927938354754266,0.008703981889343546,-0.004895549849721357
2010-02-01,0.015431261493885304,-0.009119652252177349,0.022305058135940522
2010-02-02,0.012030511428650303,0.0028481069233765137,0.007173093057516182
2010-02-03,-0.0049950972653064404,-0.011663066946199821,-0.003948040904900219
2010-02-04,-0.031352081462640055,0.015703654235825232,-0.0406494619043355
2010-02-05,0.002064507995844073,0.0021766227411380494,0.0029657764294868027
2010-02-08,-0.0072453667234704975,0.0013032983063294937,-0.006132631197052165
2010-02-09,0.012482153225303013,-0.010039481920199907,0.01308209362845793
2010-02-10,-0.001960867683739387,-0.009587393824126208,-0.002754962144308314
2010-02-11,0.010411927741946023,-0.005440714371606624,0.018940443772260875
2010-02-12,-0.0008323459486940788,0.004111033061587867,-0.0008404197035730865
2010-02-16,0.015612059824341724,0.0018838760268365565,0.023817259740401706
2010-02-17,0.004727522711077772,-0.011464444263083764,-0.00338103069775341
2010-02-18,0.005877986299926382,-0.004038266525319312,0.006659727627096444
2010-02-19,0.002071237965369355,0.005380537859024246,-0.004648011335301192
2010-02-22,0.00018004825671255517,-0.004145043927603724,-0.003660675124824127
2010-02-23,-0.012219010954566829,0.015483251190157664,-0.010877691236587123
2010-02-24,0.009155791806075375,0.002429100400581075,-0.0049245049976189585
2010-02-25,-0.0013546576029375892,0.005607426433158167,0.008809784398268496
2010-02-26,0.0006327018895610365,0.005140154632962459,0.010287614912394953
2010-03-01,0.010330758911382099,-0.0004377692919472397,0.0
2010-03-02,0.002766823895694305,-0.0013141302862904232,0.01442525680569016
2010-03-03,0.0008908757578448023,-0.002524663187502883,0.0054794713974865225
2010-03-04,0.0030233616621742152,0.005261122104835035,-0.007192294113451878
2010-03-05,0.01419194237263933,-0.013206465763705846,-0.0001805113929827648
2010-03-08,0.00017479158328698787,-0.005219216443035414,-0.008428164684993255
2010-03-09,0.0016614856145051344,0.00022216157967074951,-0.0014571590358533955
2010-03-10,0.004446072982262289,-0.00256339716153605,-0.011458028889065516
2010-03-11,0.004166149177466922,0.0036767990110481877,0.0011977451434267712
2010-03-12,8.649120934978296e-05,0.006208533971092508,-0.006003264758673447
2010-03-15,0.00025978095240190304,-0.0013272917370508797,0.0037908941588112085
2010-03-16,0.007934401941461576,0.007936794536043092,0.018651124814839434
2010-03-17,0.005910171157730041,0.0042720820074736215,-0.007364051605517102
2010-03-18,-0.0005126568679829189,-0.0032844794599913188,0.006820378596121279
2010-03-19,-0.005074531201890261,0.000986036899381373,-0.018846021182444456
2010-03-22,0.0053317611031178935,0.0010949240966738757,-0.004906724488664302
2010-03-23,0.007008728542324295,-0.004717639434924023,0.005276077362753657
2010-03-24,-0.0048670219052719494,-0.018423898564154967,-0.018824492289792633
2010-03-25,-0.001627271617588705,-0.006405417438588313,0.004505317583276473
2010-03-26,-0.0006004315749638202,0.002813823092145093,0.016808656864527635
2010-03-29,0.0063277983103671295,-0.003829549970875966,0.0014723814641710547
2010-03-30,0.0006819621876694455,0.0031551807808589192,-0.007198247903797274
2010-03-31,-0.0034129997282643563,0.00683847052218468,0.009035611315005328
2010-04-01,0.006813960653284238,-0.0024473974769667743,0.011952199156018703
2010-04-05,0.00811668485485816,-0.016778225738862954,0.005697480924987118
