Date,Portfolio
2010-01-05,0.0030587443732433745
2010-01-06,-0.0004921869378331899
2010-01-07,0.002016617374330373
2010-01-08,0.002623746259585126
2010-01-11,0.0014422488248707795
2010-01-12,-0.0045491615660104845
2010-01-13,0.0035418402753467767
2010-01-14,0.005754441337488516
2010-01-15,-0.006805370292793465
2010-01-19,0.007626248831462939
2010-01-20,-0.007123759281856129
2010-01-21,-0.012685241291395399
2010-01-22,-0.014240519905103138
2010-01-25,0.002358358750490002
2010-01-26,-0.0023264078795302537
2010-01-27,0.0012676650159681281
2010-01-28,-0.00712994749273085
2010-01-29,-0.005115100017974877
2010-02-01,0.010324602553677925
2010-02-02,0.009006297546661737
2010-02-03,-0.006505031231468852
2010-02-04,-0.02098275460427805
2010-02-05,0.0022277269472139767
2010-02-08,-0.00494129013705775
2010-02-09,0.00694173549940052
2010-02-10,-0.003986613387921431
2010-02-11,0.00772804461810509
2010-02-12,0.0004022877406445565
2010-02-16,0.013410793862374428
2010-02-17,-0.0005367520437872894
2010-02-18,0.0035161842926904677
2010-02-19,0.0018906755436824958
2010-02-22,-0.0014773332965970169
2010-02-23,-0.00509224746068875
2010-02-24,0.00536207443414765
2010-02-25,0.0019105297062672626
2010-02-26,0.0032078020288364797
2010-03-01,0.00608901302384245
2010-03-02,0.003495350286697501
2010-03-03,0.000725280367454139
2010-03-04,0.0020504534064955064
2010-03-05,0.005186472273709721
2010-03-08,-0.002464153863535649
2010-03-09,0.0008338579082427586
2010-03-10,0.00030809016561353375
2010-03-11,0.003598551030756216
2010-03-12,0.0007035385045819797
2010-03-15,0.00039267976100010316
2010-03-16,0.009542508521113633
2010-03-17,0.0035095154556788652
2010-03-18,-0.00010565719636938917
2010-03-19,-0.005625112673655482
2010-03-22,0.00273677901273956
2010-03-23,0.00381723887107662
2010-03-24,-0.010349861627670806
2010-03-25,-0.0019019196927088304
2010-03-26,0.0028644953577371263
2010-03-29,0.003060148713126944
2010-03-30,0.00011823532224680602
2010-03-31,0.0010171594908383553
2010-04-01,0.005269356896131655
2010-04-05,0.0015300766169472255
2010-04-06,0.002001826600600083
2010-04-07,0.001697998685086037
2010-04-08,0.002400730085894612
2010-04-09,0.00583091765760299
2010-04-12,0.0014356788964043784
2010-04-13,0.0008348422034074067
2010-04-14,0.005461773431930668
2010-04-15,0.001595824968722966
2010-04-16,-0.011024275337509416
2010-04-19,0.001523487923277925
2010-04-20,0.006643423767719959
2010-04-21,0.0020947917605742107
2010-04-22,0.0004130616138398196
2010-04-23,0.00481755769234843
2010-04-26,-0.0025770556128211614
2010-04-27,-0.008385539526018762
2010-04-28,0.0019805298341922344
2010-04-29,0.008398718093893793
2010-04-30,-0.005987693859147918
2010-05-03,0.007880422934674888
2010-05-04,-0.010937156321187502
2010-05-05,-0.0018287909984655627
2010-05-06,-0.008294687522314461
2010-05-07,-0.012415958672571314
2010-05-10,0.019735357445311182
2010-05-11,0.0015426205059427176
2010-05-12,0.007341954261558744
2010-05-13,-0.006906268789478375
2010-05-14,-0.006893548993367806
2010-05-17,-0.001871851275835865
2010-05-18,-0.004248436154621481
2010-05-19,-0.006227599090474297
2010-05-20,-0.01889905192708799
2010-05-21,0.008145226285757425
2010-05-24,-0.006519048296172428
2010-05-25,0.0024989570491763756
2010-05-26,-0.0029273385288414075
2010-05-27,0.01431085044582546
2010-05-28,-0.006195155492335051
2010-06-01,-0.0071349645791796935
2010-06-02,0.012874613977574934
2010-06-03,-0.002064623275554932
2010-06-04,-0.013273859295710098
2010-06-07,-0.0027401311066115254
2010-06-08,0.004540611454357034
2010-06-09,-0.00404351099222191
2010-06-10,0.01078846409763061
2010-06-11,0.0073630363385910735
2010-06-14,-0.0027303777438230196
2010-06-15,0.014188773502218031
2010-06-16,0.0003859886918167715
2010-06-17,0.004934736162234972
2010-06-18,0.0013811594194300283
2010-06-21,-0.005448043180047781
2010-06-22,-0.005717646305560814
2010-06-23,-0.0007900678520490254
2010-06-24,-0.011083219001127102
2010-06-25,0.005314744158250045
2010-06-28,-0.0016119279711255031
2010-06-29,-0.015883735791392305
2010-06-30,-0.003544760315899283
2010-07-01,-0.008117643433344267
2010-07-02,-0.0034331450203380852
2010-07-06,0.0034435484877151637
2010-07-07,0.017223631272509452
2010-07-08,0.0036460131276186184
2010-07-09,0.0044948417134464
2010-07-12,-0.001010217331075938
2010-07-13,0.008132045398482847
2010-07-14,0.0023737047213581585
2010-07-15,0.002554964493040452
2010-07-16,-0.01752665124470071
2010-07-19,0.0007776497951226568
2010-07-20,0.008180078391066136
2010-07-21,-0.004681596863973237
2010-07-22,0.011639616650954743
2010-07-23,0.001526845142763852
2010-07-26,0.00505243303577924
2010-07-27,-0.0051077540178118734
2010-07-28,-0.002719343177407119
2010-07-29,-0.0023353390968818936
2010-07-30,0.005319004270383003
2010-08-02,0.009928487949282172
2010-08-03,-0.0008583818326175798
2010-08-04,0.0030172733720969813
2010-08-05,0.0008603113381814429
2010-08-06,0.0013600123010742895
2010-08-09,0.001707751015568889
2010-08-10,-0.002301362952853812
2010-08-11,-0.013841378342307295
2010-08-12,-0.0024903674331249255
2010-08-13,0.0012907078062509743
2010-08-16,0.007148155840405584
2010-08-17,0.0059163081035618235
2010-08-18,0.0023521757884155193
2010-08-19,-0.006449360360627963
2010-08-20,-0.00275651526511883
2010-08-23,-0.0024833213328499673
2010-08-24,-0.004272275133140929
2010-08-25,0.002754139013192261
2010-08-26,-0.002189853693679096
2010-08-27,0.002103629805021257
2010-08-30,-0.004142679800570413
2010-08-31,0.004200142788058338
2010-09-01,0.011980541561692494
2010-09-02,0.0036435552844647223
2010-09-03,0.004086208546868931
2010-09-07,-0.0007062793238477802
2010-09-08,0.0022166970764797124
2010-09-09,-0.0036316518054407125
2010-09-10,0.002085463689055724
2010-09-13,0.00771999041437076
2010-09-14,0.0049539583299804575
2010-09-15,-0.0015471934621699858
2010-09-16,-0.0018079627995773169
2010-09-17,0.0011260270353466884
2010-09-20,0.01094840065001577
2010-09-21,0.0036010601455558353
2010-09-22,-0.0004964205523863838
2010-09-23,-0.004052310535613794
2010-09-24,0.00932751689328893
2010-09-27,0.0014646522401914111
2010-09-28,0.005132028848454288
2010-09-29,-0.00196958657626798
