Price,Adj Close,Adj Close,Adj Close
Ticker,SPY,TLT,GLD
Date,,,
2010-01-04,85.02796173095703,56.76314926147461,109.80000305175781
2010-01-05,85.25301361083984,57.129756927490234,109.69999694824219
2010-01-06,85.31305694580078,56.364959716796875,111.51000213623047
2010-01-07,85.67318725585938,56.45978546142578,110.81999969482422
2010-01-08,85.958251953125,56.434505462646484,111.37000274658203
2010-01-11,86.07832336425781,56.124855041503906,112.8499984741211
2010-01-12,85.27555847167969,57.08550262451172,110.48999786376953
2010-01-13,85.99581146240234,56.421871185302734,111.54000091552734
2010-01-14,86.22840118408203,57.2119140625,112.02999877929688
2010-01-15,85.26057434082031,57.565860748291016,110.86000061035156
2010-01-19,86.3259048461914,57.40153503417969,111.5199966430664
2010-01-20,85.44807434082031,57.983009338378906,108.94000244140625
2010-01-21,83.80501556396484,58.248443603515625,107.37000274658203
2010-01-22,81.93685913085938,58.14729690551758,107.16999816894531
2010-01-25,82.3570327758789,57.88185501098633,107.4800033569336
2010-01-26,82.0118637084961,57.90083312988281,107.55999755859375
2010-01-27,82.40201568603516,57.869205474853516,106.52999877929688
2010-01-28,81.4566650390625,57.83766555786133,106.4800033569336
2010-01-29,80.57135772705078,58.34328079223633,105.95999908447266
2010-02-01,81.8243179321289,57.813629150390625,108.3499984741211
2010-02-02,82.81465148925781,57.97852325439453,109.12999725341797
2010-02-03,82.40201568603516,57.306243896484375,108.69999694824219
2010-02-04,79.8586196899414,58.21326446533203,104.37000274658203
2010-02-05,80.0236587524414,58.340110778808594,104.68000030517578
2010-02-08,79.44595336914062,58.416194915771484,104.04000091552734
2010-02-09,80.4438247680664,57.83266067504883,105.41000366210938
2010-02-10,80.28623962402344,57.280845642089844,105.12000274658203
2010-02-11,81.12654113769531,56.97004318237305,107.12999725341797
2010-02-12,81.05904388427734,57.20473098754883,107.04000091552734
2010-02-16,82.33447265625,57.312599182128906,109.62000274658203
2010-02-17,82.7246322631836,56.65929412841797,109.25
2010-02-18,83.21231842041016,56.43095016479492,109.9800033569336
2010-02-19,83.38484954833984,56.73539733886719,109.47000122070312
2010-02-22,83.39986419677734,56.50071334838867,109.06999969482422
2010-02-23,82.38700103759766,57.3823356628418,107.88999938964844
2010-02-24,83.14478302001953,57.52189254760742,107.36000061035156
2010-02-25,83.0322265625,57.8453483581543,108.30999755859375
2010-02-26,83.08477783203125,58.14344787597656,109.43000030517578
2010-03-01,83.94755554199219,58.11800003051758,109.43000030517578
2010-03-02,84.18014526367188,58.04167556762695,111.0199966430664
2010-03-03,84.25517272949219,57.89532470703125,111.62999725341797
2010-03-04,84.51029205322266,58.200721740722656,110.83000183105469
2010-03-05,85.71820831298828,57.43714904785156,110.80999755859375
2010-03-08,85.73319244384766,57.138153076171875,109.87999725341797
2010-03-09,85.8757553100586,57.150848388671875,109.72000122070312
2010-03-10,86.25841522216797,57.00453567504883,108.47000122070312
2010-03-11,86.6185302734375,57.214515686035156,108.5999984741211
2010-03-12,86.62602233886719,57.570838928222656,107.94999694824219
2010-03-15,86.64852905273438,57.494476318359375,108.36000061035156
2010-03-16,87.3387680053711,57.952613830566406,110.4000015258789
2010-03-17,87.85648345947266,58.200721740722656,109.58999633789062
2010-03-18,87.81145477294922,58.0098762512207,110.33999633789062
2010-03-19,87.36698150634766,58.06710433959961,108.27999877929688
2010-03-22,87.83404541015625,58.13071823120117,107.75
2010-03-23,88.45181274414062,57.85712432861328,108.31999969482422
2010-03-24,88.0223617553711,56.80093002319336,106.30000305175781
2010-03-25,87.87924194335938,56.43825912475586,106.77999877929688
2010-03-26,87.82649230957031,56.5972900390625,108.58999633789062
2010-03-29,88.38400268554688,56.38096237182617,108.75
2010-03-30,88.44429779052734,56.55913543701172,107.97000122070312
2010-03-31,88.14295196533203,56.94723892211914,108.94999694824219
2010-04-01,88.74560546875,56.80803680419922,110.26000213623047
2010-04-05,89.46885681152344,55.862850189208984,110.88999938964844
2010-04-06,89.67977905273438,55.95224380493164,111.02999877929688
2010-04-07,89.16748046875,56.66754150390625,112.48999786376953
2010-04-08,89.47638702392578,56.693050384521484,112.6500015258789
